predict,p0,p1,SK_ID_CURR
0,0.8863033488931298,0.11369665110687015,100170
0,0.9406514876169318,0.0593485123830681,100446
0,0.942018207906982,0.0579817920930179,101055
0,0.9175917373149686,0.08240826268503139,104880
0,0.955377835481112,0.04462216451888792,106724
1,0.8541380328800767,0.1458619671199233,110682
0,0.9590234183590716,0.0409765816409283,112020
0,0.9504877445711684,0.049512255428831635,112971
0,0.9157505390869428,0.0842494609130571,113652
0,0.9643479570801438,0.03565204291985628,116312
1,0.8839043280786268,0.11609567192137313,119813
0,0.9172109685783864,0.08278903142161363,124647
0,0.963984841273024,0.036015158726976165,125052
0,0.9580506802946559,0.041949319705344004,129345
0,0.9382701759839018,0.06172982401609811,130062
0,0.9577642976977214,0.04223570230227856,133730
0,0.9608801812222948,0.03911981877770527,136625
0,0.8863383842696266,0.11366161573037335,137193
0,0.944935359209221,0.05506464079077896,141422
1,0.8687626443902433,0.13123735560975672,142084
0,0.9212835741307076,0.0787164258692923,143153
0,0.9419455274848024,0.058054472515197575,143991
0,0.9591203944847766,0.04087960551522336,144991
0,0.9423679265062884,0.057632073493711564,145007
0,0.9658486385081271,0.03415136149187304,145011
0,0.9626107008596568,0.03738929914034314,147711
1,0.7935026036852647,0.2064973963147353,150174
0,0.9545421524942936,0.04545784750570645,150604
0,0.9339282768874017,0.06607172311259832,150822
0,0.9620507847497404,0.03794921525025954,156365
0,0.9658894566663871,0.0341105433336129,156527
0,0.9118356038113404,0.08816439618865962,160820
0,0.9539280408811512,0.046071959118848815,161234
0,0.9396208865669128,0.06037911343308708,162105
1,0.8326714053016966,0.16732859469830338,163934
1,0.8702249254414941,0.1297750745585059,163988
0,0.949950166600538,0.05004983339946214,167621
0,0.9332109461196209,0.0667890538803791,168802
0,0.9527996521374128,0.04720034786258734,171642
0,0.9461572593613514,0.05384274063864855,172523
0,0.9561456466179441,0.04385435338205603,172616
0,0.9427336391242646,0.05726636087573547,175233
0,0.9546692508744912,0.04533074912550883,175295
0,0.8926240916214888,0.10737590837851116,176073
1,0.8025454550786675,0.1974545449213325,178342
0,0.9302317808484608,0.06976821915153912,179268
0,0.9550766514217444,0.04492334857825563,180853
0,0.9628100034534464,0.03718999654655358,181524
0,0.9431581503267132,0.056841849673286815,188614
0,0.9599767191303652,0.04002328086963492,188768
0,0.9400931510244208,0.05990684897557931,190227
0,0.9589902321030684,0.04100976789693166,190387
0,0.9349748103135728,0.06502518968642734,192082
1,0.7243455115023298,0.2756544884976702,192545
0,0.9586717438258484,0.0413282561741517,193733
0,0.9519133993536774,0.04808660064632266,194478
0,0.9643035102729554,0.035696489727044686,195291
0,0.9610481424896838,0.038951857510316185,195367
0,0.9565432078633838,0.0434567921366162,195577
0,0.9559122231864906,0.04408777681350938,197603
0,0.9529925301070121,0.04700746989298794,198038
0,0.9498203507167554,0.05017964928324456,201946
0,0.9335156399095902,0.06648436009040977,202253
0,0.9618203953493648,0.03817960465063527,205013
0,0.9627749891231436,0.037225010876856264,205306
0,0.9653548212721296,0.034645178727870325,208595
0,0.95510830748357,0.04489169251643008,208696
0,0.926231389816058,0.07376861018394212,209326
0,0.96034840697484,0.03965159302515995,212175
0,0.9502644226915742,0.04973557730842576,213021
0,0.9442735392664684,0.055726460733531484,213270
0,0.9283344249175184,0.0716655750824816,213312
0,0.9554345249071621,0.044565475092837994,214719
0,0.9513448574973571,0.04865514250264304,216627
0,0.9577372528628608,0.042262747137139116,218049
0,0.949337058564218,0.050662941435781914,218934
0,0.9356907689963954,0.06430923100360461,222048
1,0.7985581623325868,0.20144183766741325,224708
0,0.9589837370940176,0.04101626290598224,227501
0,0.9615901114057592,0.03840988859424088,230449
0,0.9529745401388962,0.047025459861103854,232643
0,0.9486013468419624,0.0513986531580376,234320
0,0.957370278254512,0.04262972174548806,234778
0,0.957529468659269,0.04247053134073103,238308
0,0.9021694048064606,0.09783059519353947,238623
0,0.964740469713133,0.035259530286866965,243022
0,0.9429692271142012,0.057030772885798935,243257
0,0.9478639605716286,0.052136039428371465,243440
0,0.9613026402566424,0.038697359743357536,245074
0,0.906667226163342,0.09333277383665807,246758
0,0.940559127047554,0.059440872952445885,247014
0,0.9429031519520544,0.05709684804794564,248089
0,0.942786968671234,0.057213031328765825,249728
0,0.9484172875931391,0.051582712406860735,250299
0,0.962245877371674,0.037754122628326,255675
1,0.8332073085135266,0.16679269148647333,256866
0,0.9422959599146334,0.05770404008536659,259633
0,0.9596598017644576,0.04034019823554242,263031
0,0.9593377669080572,0.04066223309194274,263750
0,0.924725782486424,0.07527421751357596,265863
0,0.958284410747856,0.04171558925214395,269251
1,0.8215351498467494,0.1784648501532506,269421
0,0.9580506319690956,0.041949368030904564,270122
0,0.9367993495018024,0.06320065049819759,271537
0,0.955496320187979,0.04450367981202098,272821
0,0.961630833592092,0.03836916640790813,274468
0,0.9623477337901044,0.03765226620989561,275995
0,0.9660141024183716,0.033985897581628365,276338
0,0.9569531816213008,0.04304681837869896,277349
0,0.9626108423288544,0.037389157671145486,279233
0,0.9610118331937882,0.038988166806211734,279897
0,0.9575398615920748,0.042460138407925084,279969
0,0.8982718864387285,0.10172811356127157,281607
0,0.9283007776302497,0.07169922236975038,282396
0,0.959386336645386,0.04061366335461418,284106
0,0.9612769671348914,0.038723032865108614,286566
0,0.9396389383163378,0.06036106168366215,287495
0,0.9220611991443683,0.07793880085563169,289541
0,0.9589670858162505,0.041032914183749665,290634
1,0.8320054901119861,0.1679945098880139,292727
0,0.9373613114213676,0.06263868857863257,293243
0,0.9370819452760212,0.06291805472397899,294136
0,0.8970079848917349,0.10299201510826513,294744
0,0.9130236390097524,0.08697636099024778,295286
0,0.9542716667499198,0.04572833325008016,296288
0,0.9615291539010312,0.03847084609896885,298705
0,0.9614919568552832,0.038508043144716654,304030
0,0.9385856849587892,0.061414315041210726,307537
0,0.9373790443498136,0.06262095565018631,308521
0,0.8876473488280942,0.1123526511719058,310296
0,0.9592644124852822,0.040735587514717855,310547
0,0.9531827351566216,0.04681726484337837,311710
0,0.9060495592311656,0.09395044076883448,311716
0,0.9623593771950244,0.037640622804975765,314843
0,0.9493265296880796,0.050673470311920495,315637
0,0.9412043751676176,0.05879562483238227,315781
0,0.938530176652188,0.0614698233478121,316224
0,0.9469870730914954,0.05301292690850457,318927
0,0.9299450135728216,0.07005498642717832,319929
0,0.9078062368540324,0.09219376314596762,321932
1,0.8624441523756607,0.1375558476243392,322088
0,0.9426919099357928,0.0573080900642074,322093
1,0.6055518546044368,0.3944481453955632,323599
0,0.957848756622342,0.04215124337765786,324091
0,0.9546664908750282,0.04533350912497176,324400
0,0.9006043680374675,0.09939563196253257,325102
0,0.9524188625124468,0.047581137487553125,326027
0,0.96020514259553,0.039794857404469836,326538
0,0.9608073030046456,0.039192696995354485,330299
0,0.939669168355193,0.06033083164480706,330317
0,0.9670545464430286,0.03294545355697138,331590
0,0.9533293782324128,0.04667062176758703,333388
0,0.963528088640864,0.03647191135913581,336159
0,0.9500856682654168,0.049914331734583234,342305
0,0.9586452633894452,0.04135473661055488,344121
0,0.9552585366698292,0.044741463330170775,345390
1,0.8738040188259872,0.12619598117401282,346076
0,0.9599366700731832,0.04006332992681697,346396
0,0.9515289445632876,0.04847105543671239,347379
0,0.9641938335722768,0.03580616642772319,348154
0,0.9617371640154968,0.038262835984503085,348799
1,0.8695141303619429,0.13048586963805714,350569
1,0.6066620755397587,0.39333792446024135,354173
0,0.955234294776898,0.04476570522310185,354421
0,0.9336755847937016,0.06632441520629825,355282
0,0.960341543789486,0.03965845621051406,358095
0,0.8978461518201121,0.1021538481798879,360324
0,0.9524578005478712,0.04754219945212864,362173
0,0.9612136699196072,0.03878633008039277,363667
0,0.9146915393959778,0.08530846060402224,372179
0,0.8881763332424916,0.11182366675750846,373118
0,0.9395259811454528,0.06047401885454719,374119
0,0.9618690738977356,0.03813092610226452,374226
0,0.9333306143609416,0.06666938563905833,374374
0,0.9635180058408848,0.036481994159115363,376650
0,0.9555304606822232,0.04446953931777689,378053
0,0.94850724592444,0.05149275407556008,378427
0,0.9622170765179464,0.03778292348205374,380033
0,0.943155636428245,0.05684436357175503,380065
0,0.8926615648841663,0.1073384351158338,382396
0,0.9589972496588146,0.04100275034118537,384871
0,0.9588808837424484,0.0411191162575516,385152
0,0.8868402892035502,0.11315971079644985,388859
1,0.6640727701449136,0.3359272298550864,389131
0,0.9430541141543878,0.05694588584561223,390569
0,0.9416829999160288,0.058317000083971386,391717
1,0.8580766646837802,0.1419233353162198,396253
1,0.8236078216541106,0.17639217834588936,397549
0,0.9584007705822944,0.04159922941770559,400833
0,0.9009806551403268,0.09901934485967333,401901
0,0.962322714435496,0.03767728556450405,402643
0,0.955212256999788,0.044787743000212016,403422
1,0.8103570167745144,0.18964298322548556,403974
1,0.8640081451515903,0.13599185484840967,404969
0,0.9364003473368396,0.06359965266316024,406654
