predict,p0,p1,SK_ID_CURR
1,0.851815875172615,0.14818412482738494,100170
0,0.8869602036476135,0.11303979635238648,100446
0,0.9494124805927276,0.05058751940727235,101055
0,0.9415731072425844,0.05842689275741575,104880
0,0.9548645901679992,0.04513540983200071,106724
1,0.7451280248165131,0.2548719751834869,110682
0,0.965018104314804,0.03498189568519594,112020
0,0.9430738055706024,0.056926194429397614,112971
0,0.8775499343872071,0.12245006561279292,113652
0,0.9621011364459991,0.03789886355400085,116312
1,0.8089226222038269,0.19107737779617304,119813
0,0.8594478905200958,0.14055210947990415,124647
0,0.9590828371047974,0.040917162895202634,125052
0,0.8903945291042328,0.10960547089576722,129345
0,0.934747906923294,0.06525209307670599,130062
0,0.9401453757286072,0.059854624271392876,133730
0,0.961011004447937,0.03898899555206303,136625
0,0.9043630480766296,0.0956369519233704,137193
0,0.8643337166309357,0.13566628336906428,141422
0,0.8746137535572052,0.12538624644279486,142084
0,0.8760775315761566,0.12392246842384334,143153
0,0.919884387254715,0.080115612745285,143991
0,0.9537235641479492,0.04627643585205077,144991
0,0.9165151822566986,0.08348481774330141,145007
0,0.961961942911148,0.038038057088851884,145011
0,0.9805953299999236,0.019404670000076285,147711
1,0.7527346467971802,0.24726535320281984,150174
0,0.9387605994939804,0.061239400506019614,150604
0,0.8942384004592896,0.1057615995407104,150822
0,0.9560928893089294,0.04390711069107056,156365
0,0.9727136611938476,0.027286338806152388,156527
1,0.8409396302700043,0.1590603697299957,160820
0,0.9358222556114196,0.06417774438858037,161234
0,0.8644026535749435,0.1355973464250565,162105
0,0.8762110853195191,0.12378891468048092,163934
1,0.7873068737983704,0.2126931262016296,163988
0,0.9367711079120636,0.06322889208793636,167621
0,0.8947858762741089,0.10521412372589113,168802
0,0.9555744099617004,0.0444255900382996,171642
0,0.9372768294811248,0.0627231705188751,172523
0,0.913943932056427,0.08605606794357301,172616
0,0.953056137561798,0.04694386243820192,175233
0,0.9135271191596984,0.08647288084030147,175295
0,0.889433634877205,0.11056636512279504,176073
1,0.803223215341568,0.196776784658432,178342
1,0.8349303758144379,0.16506962418556215,179268
0,0.954790768623352,0.045209231376647896,180853
0,0.9651911890506744,0.03480881094932553,181524
1,0.8346732676029205,0.1653267323970795,188614
0,0.9367830634117128,0.06321693658828731,188768
0,0.9092769408226014,0.09072305917739863,190227
0,0.9640980517864228,0.035901948213577284,190387
0,0.9423341631889344,0.05766583681106562,192082
